celkem_diváci,celkem_tržby,distributor,film,min_poř,poč_kin,poč_týd,poř,prod,rok,týden,týden_diváci,týden_tržby,víkend_diváci,víkend_tržby,změna_v_%,týden_od,víkend_od,datum,formát
216590,29151714,Falcon,Babovřesky 2,10,40,7,14,CZE,2014,14,4637.0,518533.0,1777,207352,-0.46615999340912834,27.3.2014,3.4.2014,,
43713,6558938,Bontonfilm,Need for Speed,9,29,4,15,USA,2014,14,3972.0,574218.0,1433,202512,-0.5439945958117541,27.3.2014,3.4.2014,,
3775,498123,Blue Sky Film,(Ne)zadaní,15,20,2,16,USA,2014,14,2397.0,312774.0,1378,185349,-0.19239667981089736,27.3.2014,3.4.2014,,
18956,2434455,35 mm,Kráska a zvíře,16,28,4,17,FRA,2014,14,2174.0,271390.0,1262,159438,-0.2767677317511295,27.3.2014,3.4.2014,,
44374,5699129,Hollywood,Velká oříšková loupež,17,24,6,18,CAN,2014,14,1387.0,159551.0,1006,115425,-0.2068809136072231,27.3.2014,3.4.2014,,
13580,1508834,Aerofilms,Trabantem až na konec světa,19,13,4,19,CZE,2014,14,1954.0,210122.0,857,94340,-0.2435431751300987,27.3.2014,3.4.2014,,
3126,338969,35 mm,Přežijí jen milenci,20,28,2,20,GBR,2014,14,1623.0,198671.0,716,84851,-0.28798952765353986,27.3.2014,3.4.2014,,
52481,7240472,CinemArt,Rio 2,6,121,1,1,USA,2014,15,5900.0,915992.0,46581,6324480,5.904514449907859,3.4.2014,10.4.2014,,
71641,10850782,Falcon,Captain America: Návrat prvního Avengera,1,53,2,2,USA,2014,15,47503.0,7172261.0,24106,3674438,-0.3497499826573474,3.4.2014,10.4.2014,,
76225,11518898,CinemArt,Noe,2,44,3,3,USA,2014,15,21257.0,3287078.0,11270,1769155,-0.3214515292659278,3.4.2014,10.4.2014,,
11592,1331582,Falcon,Pojedeme k moři,26,53,1,4,CZE,2014,15,888.0,35583.0,9373,1214464,39.68965055114417,3.4.2014,10.4.2014,,
88822,12027768,Falcon,10 pravidel jak sbalit holku,3,56,4,5,CZE,2014,15,15657.0,2103729.0,8856,1208900,-0.24556161319633746,3.4.2014,10.4.2014,,
6307,758382,Bioscop/AQS,Justin Bieber’s Believe ,,72,1,6,USA,2014,15,453.0,0.0,5854,758382,,3.4.2014,10.4.2014,,
55766,7600101,Falcon,Zvonilka a piráti,5,51,4,7,USA,2014,15,9507.0,1249024.0,4680,615114,-0.4593055605610577,3.4.2014,10.4.2014,,
44499,5661624,CinemArt,Grandhotel Budapešť,7,27,5,8,USA,2014,15,5942.0,788338.0,4191,538019,-0.015977906009089996,3.4.2014,10.4.2014,,
4645,585700,A-Company Czech,Dlouhá cesta dolů,,40,1,9,GBR,2014,15,1946.0,213584.0,2699,372116,,3.4.2014,10.4.2014,,
68179,9171337,CinemArt,Dobrodružství pana Peabodyho a Shermana,8,31,6,10,USA,2014,15,4879.0,612180.0,2695,334448,-0.3604870614735369,3.4.2014,10.4.2014,,
27195,4143885,Bontonfilm,Pompeje ,9,21,4,11,USA,2014,15,3227.0,508277.0,1349,211485,-0.43968577787197966,3.4.2014,10.4.2014,,
8572,1034298,Falcon,Ona,12,22,3,12,USA,2014,15,2594.0,345595.0,1311,167814,-0.2921689542014999,3.4.2014,10.4.2014,,
45370,5864069,Falcon,Fair Play,14,24,6,13,CZE,2014,15,2914.0,344547.0,1401,161067,-0.3127221522903288,3.4.2014,10.4.2014,,
2212,203878,Bontonfilm,Vášeň mezi řádky,77,34,1,14,GBR,2014,15,304.0,979.0,1197,156263,158.61491317671093,3.4.2014,10.4.2014,,
182388,24226223,Warner Bros,LEGO® příběh,13,21,10,15,AUS,2014,15,2460.0,266115.0,1197,140352,-0.40545692536440925,3.4.2014,10.4.2014,,
9732,1197904,Bioscop/AQS,Yves Saint Laurent,10,19,3,16,FRA,2014,15,3145.0,430522.0,980,139388,-0.5055041347528549,3.4.2014,10.4.2014,,
105269,16377581,Warner Bros,300: Vzestup říše,11,20,6,17,USA,2014,15,2568.0,379802.0,827,117813,-0.5800461969501458,3.4.2014,10.4.2014,,
218761,29358410,Falcon,Babovřesky 2,15,21,8,18,CZE,2014,15,3076.0,320887.0,872,93161,-0.550710868474864,3.4.2014,10.4.2014,,
15291,1682921,Aerofilms,Trabantem až na konec světa,20,16,5,19,CZE,2014,15,1747.0,181509.0,821,86918,-0.07867288530845877,3.4.2014,10.4.2014,,
4954,658982,Blue Sky Film,(Ne)zadaní,17,12,3,20,USA,2014,15,1945.0,261206.0,612,85002,-0.5413948820873056,3.4.2014,10.4.2014,,
92620,12656065,CinemArt,Rio 2,1,86,2,1,USA,2014,16,55170.0,7457752.0,31550,4282321,-0.34162806465152107,10.4.2014,17.4.2014,,
98259,14845644,Falcon,Captain America: Návrat prvního Avengera,2,73,3,2,USA,2014,16,32532.0,4928179.0,18192,2741121,-0.26653043269315674,10.4.2014,17.4.2014,,
12486,1624713,Bontonfilm,Transcendence,79,80,1,3,USA,2014,16,365.0,1370.0,12121,1623343,1183.921897810219,10.4.2014,17.4.2014,,
89103,13491136,CinemArt,Noe,3,46,4,4,USA,2014,16,15085.0,2332272.0,9063,1409121,-0.20859240954212943,10.4.2014,17.4.2014,,
25440,3111724,Falcon,Pojedeme k moři,5,59,2,5,CZE,2014,16,13479.0,1737405.0,9742,1257201,0.03359000414356465,10.4.2014,17.4.2014,,
100292,13567565,Falcon,10 pravidel jak sbalit holku,4,48,5,6,CZE,2014,16,12302.0,1659276.0,8024,1089421,-0.12434411471562229,10.4.2014,17.4.2014,,
61391,8291114,Falcon,Zvonilka a piráti,7,73,5,7,USA,2014,16,5482.0,717536.0,4823,588591,-0.07540598874635954,10.4.2014,17.4.2014,,
49025,6272675,CinemArt,Grandhotel Budapešť,8,16,6,8,USA,2014,16,5858.0,751896.0,2843,395574,-0.27042654080881745,10.4.2014,17.4.2014,,
71300,9575956,CinemArt,Dobrodružství pana Peabodyho a Shermana,10,42,7,9,USA,2014,16,2951.0,369249.0,2865,369818,0.10575635076304836,10.4.2014,17.4.2014,,
2375,311750,Bioscop/AQS,3 dny na zabití,,39,1,10,USA,2014,16,143.0,0.0,2232,311750,,10.4.2014,17.4.2014,,
7361,956538,A-Company Czech,Dlouhá cesta dolů,9,33,2,11,GBR,2014,16,4024.0,547241.0,1391,195713,-0.4757584523981721,10.4.2014,17.4.2014,,
184444,24441319,Warner Bros,LEGO® příběh,15,33,11,12,AUS,2014,16,1444.0,161788.0,1809,193660,0.3798164614683083,10.4.2014,17.4.2014,,
28639,4352817,Bontonfilm,Pompeje ,11,20,5,13,USA,2014,16,1886.0,286014.0,907,134403,-0.36447975033690333,10.4.2014,17.4.2014,,
8355,1008894,Bioscop/AQS,Justin Bieber’s Believe ,6,43,2,14,USA,2014,16,6831.0,878799.0,1071,130095,-0.8326283125043421,10.4.2014,17.4.2014,,
10289,1252030,Falcon,Ona,12,21,4,15,USA,2014,16,2043.0,258862.0,979,126024,-0.2490257070327863,10.4.2014,17.4.2014,,
220227,29503391,Falcon,Babovřesky 2,21,21,9,16,CZE,2014,16,1160.0,121764.0,1178,116378,0.24921372677407927,10.4.2014,17.4.2014,,
1052,120450,CinemArt,Detektiv Down,44,27,1,17,NOR,2014,16,221.0,16554.0,745,97488,7.1138576779026215,10.4.2014,17.4.2014,,
11012,1360293,Bioscop/AQS,Yves Saint Laurent,16,12,4,18,FRA,2014,16,1628.0,217788.0,586,79389,-0.4304459494361064,10.4.2014,17.4.2014,,
106203,16511172,Warner Bros,300: Vzestup říše,17,12,7,19,USA,2014,16,1219.0,172811.0,542,78593,-0.33290044392384543,10.4.2014,17.4.2014,,
3414,355397,Bontonfilm,Vášeň mezi řádky,14,24,2,20,GBR,2014,16,1787.0,230251.0,612,77531,-0.5076865439444257,10.4.2014,17.4.2014,,
23149,3533047,Falcon,The Amazing Spider-Man 2,,71,1,1,USA,2014,17,580.0,16352.0,22569,3516695,,17.4.2014,24.4.2014,,
116095,15824607,CinemArt,Rio 2,1,72,3,2,USA,2014,17,40074.0,5416510.0,14951,2034353,-0.5253493874593123,17.4.2014,24.4.2014,,
111207,16736931,Falcon,Captain America: Návrat prvního Avengera,2,49,4,3,USA,2014,17,24204.0,3625700.0,6936,1006708,-0.6333398406769192,17.4.2014,24.4.2014,,
36443,4464572,Falcon,Pojedeme k moři,5,80,3,4,CZE,2014,17,13397.0,1710839.0,7348,899210,-0.28475239838339295,17.4.2014,24.4.2014,,
22164,2929176,Bontonfilm,Transcendence,3,60,2,5,USA,2014,17,16459.0,2187410.0,5340,740396,-0.5462739909536203,17.4.2014,24.4.2014,,
107521,14531753,Falcon,10 pravidel jak sbalit holku,6,43,6,6,CZE,2014,17,11146.0,1495337.0,4107,558272,-0.4875516444056063,17.4.2014,24.4.2014,,
96187,14559967,CinemArt,Noe,4,30,5,7,USA,2014,17,12932.0,1976832.0,3215,501120,-0.644495144370641,17.4.2014,24.4.2014,,
65503,8792432,Falcon,Zvonilka a piráti,7,55,6,8,USA,2014,17,6025.0,726490.0,2910,363419,-0.3917072982938901,17.4.2014,24.4.2014,,
53051,6792262,CinemArt,Grandhotel Budapešť,8,16,7,9,USA,2014,17,4624.0,606981.0,2155,299540,-0.2699737274380109,17.4.2014,24.4.2014,,
2784,354786,CinemArt,Nekonečná láska,,46,1,10,USA,2014,17,,,1854,244501,,17.4.2014,24.4.2014,,
1646,206699,Bontonfilm,Divergence,,12,-1,11,USA,2014,17,,,1646,206699,,17.4.2014,24.4.2014,,
73687,9851714,CinemArt,Dobrodružství pana Peabodyho a Shermana,9,30,8,12,USA,2014,17,3702.0,465666.0,1550,179910,-0.5135174599397542,17.4.2014,24.4.2014,,
4267,572265,Bioscop/AQS,3 dny na zabití,10,26,2,13,USA,2014,17,3192.0,434219.0,932,138046,-0.5579699007364713,17.4.2014,24.4.2014,,
185946,24604299,Warner Bros,LEGO® příběh,12,20,12,14,AUS,2014,17,2173.0,233073.0,1138,123567,-0.3619384488278426,17.4.2014,24.4.2014,,
8456,1103222,A-Company Czech,Dlouhá cesta dolů,11,13,3,15,GBR,2014,17,2013.0,274744.0,473,67653,-0.6543254663716769,17.4.2014,24.4.2014,,
2172,246068,CinemArt,Detektiv Down,17,27,2,16,NOR,2014,17,1343.0,157109.0,522,65997,-0.32302437223042835,17.4.2014,24.4.2014,,
11771,1453230,Bioscop/AQS,Yves Saint Laurent,18,9,5,17,FRA,2014,17,907.0,112595.0,438,59731,-0.24761616848681808,17.4.2014,24.4.2014,,
221292,29615005,Falcon,Babovřesky 2,16,13,10,18,CZE,2014,17,1696.0,170845.0,547,57147,-0.5089535822921858,17.4.2014,24.4.2014,,
11075,1348360,Falcon,Ona,15,12,5,19,USA,2014,17,1297.0,167609.0,468,54745,-0.5832413462343654,17.4.2014,24.4.2014,,
517,51301,Intersonic,Hurá do pravěku!,,4,-1,20,USA,2014,17,,,517,51301,,17.4.2014,24.4.2014,,
143930,19536163,CinemArt,Rio 2,2,77,4,1,USA,2014,18,17004.0,2299554.0,25782,3446355,0.6851948923219554,24.4.2014,1.5.2014,,
47888,7290588,Falcon,The Amazing Spider-Man 2,1,66,2,2,USA,2014,18,28819.0,4393862.0,18489,2880374,-0.1913784057007158,24.4.2014,1.5.2014,,
15789,1971605,Bontonfilm,Divergence,12,77,1,3,USA,2014,18,2383.0,216606.0,13406,1754999,7.490602276740574,24.4.2014,1.5.2014,,
10955,1529770,CinemArt,Jedna za všechny,,64,1,4,USA,2014,18,207.0,27192.0,10748,1502578,,24.4.2014,1.5.2014,,
46511,5681072,Falcon,Pojedeme k moři,4,56,4,5,CZE,2014,18,9571.0,1158311.0,7845,957399,0.05719854240282685,24.4.2014,1.5.2014,,
119327,17895295,Falcon,Captain America: Návrat prvního Avengera,3,44,5,6,USA,2014,18,9093.0,1303773.0,5963,861299,-0.14444009583712455,24.4.2014,1.5.2014,,
114673,15509491,Falcon,10 pravidel jak sbalit holku,7,30,7,7,CZE,2014,18,5779.0,770637.0,5480,765373,0.3476632519025366,24.4.2014,1.5.2014,,
5612,695392,Intersonic,Hurá do pravěku!,22,29,1,8,USA,2014,18,529.0,52453.0,5083,642939,11.53267967486014,24.4.2014,1.5.2014,,
101430,15360100,CinemArt,Noe,8,29,6,9,USA,2014,18,4384.0,668702.0,4074,632551,0.2622745051085568,24.4.2014,1.5.2014,,
28591,3777672,Bontonfilm,Transcendence,6,38,3,10,USA,2014,18,7729.0,1013830.0,4038,575062,-0.22720846726942387,24.4.2014,1.5.2014,,
70056,9355156,Falcon,Zvonilka a piráti,9,52,7,11,USA,2014,18,3183.0,394562.0,4280,531581,0.424428372754824,24.4.2014,1.5.2014,,
3633,496765,35MM,Doupě,,55,1,12,FRA,2014,18,,,3633,496765,,24.4.2014,1.5.2014,,
57896,7413230,CinemArt,Grandhotel Budapešť,10,21,8,13,USA,2014,18,3481.0,452857.0,3519,467651,0.5197289743923047,24.4.2014,1.5.2014,,
76010,10126396,CinemArt,Dobrodružství pana Peabodyho a Shermana,13,26,9,14,USA,2014,18,1788.0,201704.0,2085,252888,0.3924783877539783,24.4.2014,1.5.2014,,
187589,24778269,Warner Bros,LEGO® příběh,15,20,13,15,AUS,2014,18,1558.0,151415.0,1223,146122,0.1825325531897675,24.4.2014,1.5.2014,,
4956,637678,CinemArt,Nekonečná láska,11,37,2,16,USA,2014,18,3055.0,399271.0,971,128122,-0.47949835669974933,24.4.2014,1.5.2014,,
2505,224615,Aerofilms,Dvojník,24,9,3,17,GBR,2014,18,592.0,61740.0,639,67698,0.5958981612446959,24.4.2014,1.5.2014,,
12097,1456835,Falcon,Ona,21,13,6,18,USA,2014,18,869.0,98359.0,621,64861,0.18478399853867933,24.4.2014,1.5.2014,,
222315,29706447,Falcon,Babovřesky 2,18,9,11,19,CZE,2014,18,1058.0,90600.0,512,57989,-0.06146924110249729,24.4.2014,1.5.2014,,
4996,667286,Bioscop/AQS,3 dny na zabití,14,15,3,20,USA,2014,18,1290.0,179846.0,371,53221,-0.5983836036131214,24.4.2014,1.5.2014,,
180332,22991096,CinemArt,Rio 2,1,80,5,1,USA,2014,19,28266.0,3764581.0,33815,3121707,-0.10362874916908464,1.5.2014,8.5.2014,,
70382,9791775,Falcon,The Amazing Spider-Man 2,2,74,3,2,USA,2014,19,21798.0,3384542.0,19180,1996349,-0.3110281452399712,1.5.2014,8.5.2014,,
31274,3605587,CinemArt,Jedna za všechny,4,56,2,3,USA,2014,19,16756.0,2299738.0,14311,1278657,-0.15002014175005882,1.5.2014,8.5.2014,,
33930,3674510,Bontonfilm,Divergence,3,58,2,4,USA,2014,19,16827.0,2191198.0,14720,1266706,-0.28016575373681823,1.5.2014,8.5.2014,,
9147,903238,Bontonfilm,Ranhojič,,65,1,5,GER,2014,19,139.0,0.0,8326,855890,,1.5.2014,8.5.2014,,
56519,6610369,Falcon,Pojedeme k moři,5,44,5,6,CZE,2014,19,9461.0,1145429.0,8392,741267,-0.2297716435698707,1.5.2014,8.5.2014,,
129366,18908440,Falcon,Captain America: Návrat prvního Avengera,6,39,6,7,USA,2014,19,7872.0,1106646.0,7964,741128,-0.13952297634154923,1.5.2014,8.5.2014,,
124022,16402094,Falcon,10 pravidel jak sbalit holku,7,30,8,8,CZE,2014,19,6841.0,942774.0,7988,715202,-0.06837498843938919,1.5.2014,8.5.2014,,
108989,16196258,CinemArt,Noe,9,28,7,9,USA,2014,19,5668.0,826079.0,5965,642630,0.015933893077396132,1.5.2014,8.5.2014,,
13113,1310137,Intersonic,Hurá do pravěku!,8,30,2,10,USA,2014,19,5620.0,712354.0,6964,545330,-0.15181689087145125,1.5.2014,8.5.2014,,
75485,9804085,Falcon,Zvonilka a piráti,11,45,8,11,USA,2014,19,4444.0,553030.0,5255,426080,-0.19846646136712937,1.5.2014,8.5.2014,,
34722,4360202,Bontonfilm,Transcendence,10,35,4,12,USA,2014,19,5217.0,732332.0,4947,424610,-0.2616274419106114,1.5.2014,8.5.2014,,
63009,7959704,CinemArt,Grandhotel Budapešť,13,20,9,13,USA,2014,19,4625.0,610768.0,4007,403357,-0.14051536220890218,1.5.2014,8.5.2014,,
79817,10432377,CinemArt,Dobrodružství pana Peabodyho a Shermana,14,29,10,14,USA,2014,19,2146.0,258991.0,3746,299878,0.17567864255806295,1.5.2014,8.5.2014,,
8392,944591,35 mm,Doupě,12,42,2,15,FRA,2014,19,4904.0,658482.0,3488,286109,-0.4240556399907401,1.5.2014,8.5.2014,,
2761,276317,Falcon,Violetta - koncert,,37,1,16,USA,2014,19,,,2761,276317,,1.5.2014,8.5.2014,,
190342,24991597,Warner Bros,LEGO® příběh,16,30,14,17,AUS,2014,19,1322.0,154061.0,2654,205389,0.39188273403721824,1.5.2014,8.5.2014,,
55979,6540262,Mirius FD,Mrňouskové - Údolí ztracených mravenců,53,30,20,18,FRA,2014,19,334.0,16880.0,1415,167120,27.087394957983193,1.5.2014,8.5.2014,,
225066,29880015,Falcon,Babovřesky 2,20,19,12,19,CZE,2014,19,857.0,80385.0,2401,150812,1.6007001327838037,1.5.2014,8.5.2014,,
2464,144547,CinemArt,Hany,,68,1,20,CZE,2014,19,,,1655,144547,,1.5.2014,8.5.2014,,
527585,80816836,Warner Bros,Hobit: Šmakova dračí poušť,1,69,4,1,USA,2014,1,114489.0,17874377.0,38740,6212739,-0.5510000263065921,26.12.2013,2.1.2014,,
30276,4615492,CinemArt,47 róninů,19,105,1,2,USA,2014,1,632.0,104603.0,29644,4510889,42.12389702016195,26.12.2013,2.1.2014,,
157814,19824278,Falcon,Ledové království,3,61,6,3,USA,2014,1,24813.0,3316624.0,15130,1999570,-0.18659199060148998,26.12.2013,2.1.2014,,
40508,4942977,Aerofilms,"Nymfomanka, část I.",4,43,2,4,DNK,2014,1,25490.0,3058966.0,14553,1884011,-0.13154683788554095,26.12.2013,2.1.2014,,
60709,8852653,CinemArt,Putování s dinosaury ,2,53,3,5,GBR,2014,1,23698.0,3476570.0,11753,1745369,-0.31616533311183603,26.12.2013,2.1.2014,,
34875,4546072,CinemArt,Walter Mitty a jeho tajný život,5,58,2,6,USA,2014,1,21762.0,2826618.0,12578,1676387,-0.15235011791546493,26.12.2013,2.1.2014,,
32407,4411046,Bontonfilm,Frajeři ve Vegas,7,39,3,7,USA,2014,1,13869.0,1888639.0,6968,1023052,-0.23704534539282338,26.12.2013,2.1.2014,,
19256,2377312,Mirius FD,Mrňouskové - Údolí ztracených mravenců,8,45,2,8,FRA,2014,1,10901.0,1382795.0,7661,962380,-0.015308868338821006,26.12.2013,2.1.2014,,
7766,1037691,Warner Bros,Zpátky do ringu,,50,1,9,USA,2014,1,649.0,84903.0,7117,952788,,26.12.2013,2.1.2014,,
236283,30910936,Falcon,Křídla Vánoc,6,48,8,10,CZE,2014,1,14731.0,1980769.0,6115,735884,-0.49814399945441834,26.12.2013,2.1.2014,,
14611,1753572,Intersonic,Niko 2,11,38,4,11,FIN,2014,1,3956.0,473791.0,2313,305278,-0.055650420084883134,26.12.2013,2.1.2014,,
142320,18283000,Bontonfilm,Hunger Games: Vražedná pomsta,10,15,7,12,USA,2014,1,4582.0,639014.0,1625,227352,-0.5031686785954668,26.12.2013,2.1.2014,,
16688,1774736,Film Europe,Velká nádhera,20,8,10,13,ITA,2014,1,1461.0,159088.0,1623,188723,0.831088816874624,26.12.2013,2.1.2014,,
2458,269698,Verbascum Imago,Čtyři dohody,,9,2,14,CZE,2014,1,764.0,96135.0,1694,173563,,26.12.2013,2.1.2014,,
5497,708321,CinemArt,Vše je ztraceno,18,11,4,15,USA,2014,1,1130.0,144864.0,772,87219,-0.2074818496542575,26.12.2013,2.1.2014,,
3508,445805,35 mm,Sviňák,32,8,5,16,GBR,2014,1,322.0,42925.0,508,82438,2.304128256513026,26.12.2013,2.1.2014,,
188641,28351951,Falcon,Thor: Temný svět,21,7,9,17,USA,2014,1,826.0,118470.0,559,71393,-0.13355906696764486,26.12.2013,2.1.2014,,
5156,569969,35 mm,Jen 17,35,5,6,18,FRA,2014,1,274.0,33336.0,432,57353,1.6331665212800146,26.12.2013,2.1.2014,,
61461,7895914,CinemArt,Lásky čas,13,4,9,19,GBR,2014,1,2459.0,300642.0,536,54866,-0.7405347634045532,26.12.2013,2.1.2014,,
35963,4468985,Falcon,Kapitán Phillips,16,8,7,20,USA,2014,1,1194.0,157774.0,469,48360,-0.5842431953781874,26.12.2013,2.1.2014,,
48695,7557671,Warner Bros,Godzilla,,116,1,1,USA,2014,20,1855.0,265837.0,46840,7291834,,8.5.2014,15.5.2014,,
200477,25711323,CinemArt,Rio 2,1,48,6,2,USA,2014,20,35858.0,3387130.0,18102,2454804,-0.22030036237488473,8.5.2014,15.5.2014,,
11714,1458421,Bioscop/AQS,"Stoletý stařík, který vylezl z okna a zmizel",,62,1,3,SWE,2014,20,589.0,4793.0,10849,1432268,,8.5.2014,15.5.2014,,
40787,4939459,CinemArt,Jedna za všechny,3,40,3,4,USA,2014,20,16837.0,1615635.0,6987,996894,-0.2203585480703582,8.5.2014,15.5.2014,,
21614,2261778,Intersonic,Hurá do pravěku!,11,102,3,5,USA,2014,20,7357.0,593953.0,8108,903018,0.6559110997010984,8.5.2014,15.5.2014,,
79060,10966336,Falcon,The Amazing Spider-Man 2,2,51,4,6,USA,2014,20,21774.0,2285647.0,6084,885263,-0.5594450557298175,8.5.2014,15.5.2014,,
17683,2023394,Bontonfilm,Ranhojič,5,44,2,7,GER,2014,20,11077.0,1185328.0,5785,790718,-0.0890240670975472,8.5.2014,15.5.2014,,
41066,4625523,Bontonfilm,Divergence,4,44,3,8,USA,2014,20,16882.0,1548421.0,4974,669298,-0.47475183460715353,8.5.2014,15.5.2014,,
62588,7361710,Falcon,Pojedeme k moři,6,41,6,9,CZE,2014,20,9865.0,917546.0,4596,575062,-0.2393732052796358,8.5.2014,15.5.2014,,
4122,544262,Hollywood,Khumba,,28,-1,10,SA,2014,20,,,4122,544262,,8.5.2014,15.5.2014,,
128797,17056780,Falcon,10 pravidel jak sbalit holku,8,26,9,11,CZE,2014,20,9036.0,848625.0,3727,521263,-0.271166747296568,8.5.2014,15.5.2014,,
78710,10225889,Falcon,Zvonilka a piráti,12,26,9,12,USA,2014,20,5457.0,452545.0,3023,395339,-0.09042195840235598,8.5.2014,15.5.2014,,
112105,16694020,CinemArt,Noe,10,20,8,13,USA,2014,20,6881.0,777097.0,2200,363295,-0.43467469617042465,8.5.2014,15.5.2014,,
132338,19349353,Falcon,Captain America: Návrat prvního Avengera,7,23,7,14,USA,2014,20,8792.0,858526.0,2144,323515,-0.5634829611079327,8.5.2014,15.5.2014,,
66225,8379204,CinemArt,Grandhotel Budapešť,14,18,10,15,USA,2014,20,5200.0,555000.0,2023,267857,-0.33593070158693167,8.5.2014,15.5.2014,,
36738,4645600,Bontonfilm,Transcendence,13,21,5,16,USA,2014,20,5607.0,515800.0,1349,193438,-0.5444337156449448,8.5.2014,15.5.2014,,
81564,10638227,CinemArt,Dobrodružství pana Peabodyho a Shermana,15,19,11,17,USA,2014,20,4096.0,324500.0,1397,181228,-0.3956609021001874,8.5.2014,15.5.2014,,
191517,25129271,Warner Bros,LEGO® příběh,18,13,15,18,AUS,2014,20,2681.0,209367.0,1148,133696,-0.351113138774698,8.5.2014,15.5.2014,,
4188,455170,Falcon,Violetta - koncert,17,21,2,19,USA,2014,20,3180.0,328298.0,1008,126872,-0.540846202007115,8.5.2014,15.5.2014,,
1381,120305,Aerofilms,Olga,,21,1,20,CZE,2014,20,466.0,22377.0,915,97928,,8.5.2014,15.5.2014,,
38113,5497686,CinemArt,X-Men: Budoucí minulost,,111,1,1,USA,2014,21,3803.0,459479.0,34310,5038207,,15.5.2014,22.5.2014,,
68199,10597447,Warner Bros,Godzilla,1,61,2,2,USA,2014,21,55792.0,8640788.0,10552,1690822,-0.7681211612880929,15.5.2014,22.5.2014,,
10488,1362784,Bontonfilm,Bony a klid 2,,105,1,3,CZE,2014,21,,,10488,1362784,,15.5.2014,22.5.2014,,
206042,26420207,CinemArt,Rio 2,2,40,7,4,USA,2014,21,19118.0,2580932.0,4549,582756,-0.7626058944013453,15.5.2014,22.5.2014,,
19471,2429902,Bioscop/AQS,"Stoletý stařík, který vylezl z okna a zmizel",3,43,2,5,SWE,2014,21,14686.0,1894377.0,3920,509372,-0.6443598544406494,15.5.2014,22.5.2014,,
7766,1021522,Hollywood,Khumba,10,103,1,6,SA,2014,21,4122.0,544262.0,3644,477260,-0.12310615108164817,15.5.2014,22.5.2014,,
44804,5491078,CinemArt,Jedna za všechny,4,30,4,7,USA,2014,21,8727.0,1228085.0,2277,320428,-0.6785736497561425,15.5.2014,22.5.2014,,
20635,2418065,Bontonfilm,Ranhojič,7,25,3,8,GER,2014,21,7344.0,987911.0,1393,197478,-0.7525549201321191,15.5.2014,22.5.2014,,
43459,4944630,Bontonfilm,Divergence,8,24,4,9,USA,2014,21,6189.0,823780.0,1178,164625,-0.7545979804364094,15.5.2014,22.5.2014,,
64708,7600580,Falcon,Pojedeme k moři,9,23,7,10,CZE,2014,21,5444.0,662847.0,1272,151085,-0.7372718072138309,15.5.2014,22.5.2014,,
23103,2431247,Intersonic,Hurá do pravěku!,5,38,4,11,USA,2014,21,8518.0,945431.0,1079,127056,-0.8611801262594809,15.5.2014,22.5.2014,,
80665,11190216,Falcon,The Amazing Spider-Man 2,6,30,5,12,USA,2014,21,6798.0,984940.0,891,124203,-0.8596993209927445,15.5.2014,22.5.2014,,
130223,17247760,Falcon,10 pravidel jak sbalit holku,11,20,10,13,CZE,2014,21,4340.0,597199.0,813,115044,-0.7792975906596095,15.5.2014,22.5.2014,,
79911,10355219,Falcon,Zvonilka a piráti,12,25,10,14,USA,2014,21,3316.0,417460.0,908,107209,-0.7288175464601266,15.5.2014,22.5.2014,,
67668,8552106,CinemArt,Grandhotel Budapešť,15,14,11,15,USA,2014,21,2621.0,335688.0,845,105071,-0.6077347241251863,15.5.2014,22.5.2014,,
113027,16824798,CinemArt,Noe,13,13,9,16,USA,2014,21,2560.0,416245.0,562,77828,-0.7857718933648963,15.5.2014,22.5.2014,,
82438,10723057,CinemArt,Dobrodružství pana Peabodyho a Shermana,17,15,12,17,USA,2014,21,1705.0,202327.0,566,63731,-0.6483380051647648,15.5.2014,22.5.2014,,
192653,25202633,Warner Bros,LEGO® příběh,18,12,16,18,AUS,2014,21,1365.0,148123.0,919,58935,-0.5591865126854955,15.5.2014,22.5.2014,,
2427,223964,Aerofilms,Olga,20,16,2,19,CZE,2014,21,1537.0,156838.0,424,44749,-0.5439731778901027,15.5.2014,22.5.2014,,
24737,2449692,Bontonfilm,Bella a Sebastián,39,7,14,20,FRA,2014,21,377.0,22140.0,590,38820,2.120578778135048,15.5.2014,22.5.2014,,
23973,3537044,Falcon,Zloba - Královna černé magie,,62,1,1,USA,2014,22,,,23973,3537044,,22.05.2014,29.05.2014,,
77420,11218006,CinemArt,X-Men: Budoucí minulost,1,78,2,2,USA,2014,22,50376.0,7316421.0,23241,3442106,-0.32046601724012674,22.05.2014,29.05.2014,,
11256,1451314,CinemArt,Sousedi,79,85,1,3,USA,2014,22,8.0,550.0,10754,1385809,2518.652727272727,22.05.2014,29.05.2014,,
