poř.,titul,titul orig.,distributor,formát,premiéra,produkce,předst.,diváci,tržby,předst._celkem,diváci_celkem,tržby_celkem,rok,předst,předst_celkem,číslo,úprava,kopií,čisté tržby,pořadí,český název,orig. název,země,diváků,čistá tržba,titul cz,titul orig,prod
50,Americký sniper,American Sniper,Freeman Entertainment,,2015-03-05 00:00:00,US,,68741,9267179,,68741,9267179,2015,2782,2782,,,,,,,,,,,,,
1,"Tři bratři","Tři bratři
",Bioscop/AQS,,2014-08-14 00:00:00,CZ,,661378,73549281,,661378,73549281,2014,13077,13077,,,,,,,,,,,,,
2,Hobit: Bitva pěti armád,"Hobbit,The: The Battle of the Five Armies",Warner Bros,,2014-12-11 00:00:00,NZ,,566694,87368947,,566694,87368947,2014,8225,8225,,,,,,,,,,,,,
3,Jak vycvičit draka 2,How to Train Your Dragon 2,CinemArt,,2014-06-19 00:00:00,US,,423903,56259653,,423903,56259653,2014,11122,11122,,,,,,,,,,,,,
4,Vlk z Wall Street,"Wolf of Wall Street, The",Bontonfilm,,2014-01-16 00:00:00,US,,297510,41203347,,300712,41640399,2014,5370,5401,,,,,,,,,,,,,
5,Rio 2,Rio 2,CinemArt,,2014-04-10 00:00:00,US,,257765,31405727,,257765,31405727,2014,9156,9156,,,,,,,,,,,,,
6,Babovřesky 2,Babovřesky 2,Falcon,,2014-02-20 00:00:00,CZ,,245494,31508187,,245494,31508187,2014,6022,6022,,,,,,,,,,,,,
7,Něžné vlny,Něžné vlny,Falcon,,2014-01-09 00:00:00,CZ,,232717,30104929,,244725,31424901,2014,5939,6011,,,,,,,,,,,,,
8,Interstellar,Interstellar,Warner Bros,,2014-11-06 00:00:00,US,,231241,32143828,,231241,32143828,2014,5097,5097,,,,,,,,,,,,,
9,Tučňáci z Madagaskaru,"Penguins of Madagascar, The",CinemArt,,2014-11-27 00:00:00,US,,225767,26365220,,225767,26365220,2014,5848,5848,,,,,,,,,,,,,
10,Transformers: Zánik,Transformers: Age of Extinction,CinemArt,,2014-06-26 00:00:00,US,,214466,32592478,,214466,32592478,2014,6308,6308,,,,,,,,,,,,,
11,LEGO® příběh,"Lego Movie, The",Warner Bros,,2014-02-06 00:00:00,AUS,,207343,26350820,,207343,26350820,2014,6185,6185,,,,,,,,,,,,,
12,Pohádkář,Pohádkář,Falcon,,2014-11-06 00:00:00,CZ,,193698,26678780,,193698,26678780,2014,5295,5295,,,,,,,,,,,,,
13,Zmizelá,Gone Girl,CinemArt,,2014-10-02 00:00:00,US,,187647,25387798,,187647,25387798,2014,4703,4703,,,,,,,,,,,,,
14,"Strážci Galaxie","Guardians of the Galaxy
",Falcon,,2014-07-31 00:00:00,US,,181424,26655675,,181424,26655675,2014,7123,7123,,,,,,,,,,,,,
15,Hunger Games: Síla Vzdoru 1.část,"Hunger Games, The: Mockingjay - Part 1",Forum Film,,2014-11-20 00:00:00,US,,179579,22152602,,179579,22152602,2014,4941,4941,,,,,,,,,,,,,
16,Vejška,Vejška,A-Company Czech,,2014-01-23 00:00:00,CZ,,157182,19906118,,157182,19906118,2014,4653,4653,,,,,,,,,,,,,
17,"Díra u Hanušovic","Díra u Hanušovic
",A-Company Czech,,2014-07-24 00:00:00,CZ,,148824,18780101,,148824,18780101,2014,4044,4044,,,,,,,,,,,,,
18,Ledové království,Frozen,Falcon,,2013-11-28 00:00:00,US,,141946,14739211,,288208,32956202,2014,3948,8123,,,,,,,,,,,,,
19,10 pravidel jak sbalit holku,10 pravidel jak sbalit holku,Falcon,,2014-03-20 00:00:00,CZ,,141865,18179688,,141865,18179688,2014,5693,5693,,,,,,,,,,,,,
20,Captain America: Návrat prvního Avengera,Captain America: The Winter Soldier,Falcon,,2014-04-03 00:00:00,US,,138215,19803217,,138215,19803217,2014,6460,6460,,,,,,,,,,,,,
21,"Fakjů pane učiteli","Fack ju Göhte
",CinemArt,,2014-08-28 00:00:00,GER,,127066,16421951,,127066,16421951,2014,5040,5040,,,,,,,,,,,,,
22,Na hraně zítřka,Edge of Tomorrow,Warner Bros,,2014-06-05 00:00:00,US,,125286,18742080,,125286,18742080,2014,6140,6140,,,,,,,,,,,,,
23,Hobit: Šmakova dračí poušť,"Hobbit, The: The Desolation of Smaug",Warner Bros,,2013-12-12 00:00:00,US,,122908,19117271,,616907,95132547,2014,4318,12002,,,,,,,,,,,,,
24,X-Men: Budoucí minulost,X-Men: Days of Future Past,CinemArt,,2014-05-22 00:00:00,US,,121369,17310704,,121369,17310704,2014,5635,5635,,,,,,,,,,,,,
25,Noe,Noah,CinemArt,,2014-03-27 00:00:00,US,,121136,17596620,,121136,17596620,2014,5178,5178,,,,,,,,,,,,,
26,Dědictví aneb Kurva se neříká,Dědictví aneb Kurva se neříká,Falcon,,2014-02-06 00:00:00,CZ,,120836,16255034,,120836,16255034,2014,3908,3908,,,,,,,,,,,,,
27,Zloba - Královna černé magie,Maleficent,Falcon,,2014-05-29 00:00:00,US,,114942,15248897,,114942,15248897,2014,6978,6978,,,,,,,,,,,,,
28,"Želvy Ninja
","Teenage Mutant Ninja Turtles
",CinemArt,,2014-08-21 00:00:00,US,,114587,16571684,,114587,16571684,2014,5603,5603,,,,,,,,,,,,,
29,"Lucy
","Lucy
",CinemArt,,2014-08-07 00:00:00,FR,,110816,15427600,,110816,15427600,2014,3932,3932,,,,,,,,,,,,,
30,300: Vzestup říše,300: Rise of an Empire,Warner Bros,,2014-03-06 00:00:00,US,,108342,16803560,,108342,16803560,2014,4447,4447,,,,,,,,,,,,,
31,Dobrodružství pana Peabodyho a Shermana,Mr. Peabody & Sherman,CinemArt,,2014-03-06 00:00:00,US,,98902,11873143,,98902,11873143,2014,5161,5161,,,,,,,,,,,,,
32,Drákula: Neznámá legenda,Dracula Untold,CinemArt,,2014-10-16 00:00:00,US,,97053,13231504,,97053,13231504,2014,3387,3387,,,,,,,,,,,,,
33,Zvonilka a piráti,Tinker Bell and the Pirate Fairy,Falcon,,2014-03-20 00:00:00,US,,94081,11321212,,94081,11321212,2014,4971,4971,,,,,,,,,,,,,
34,Pojedeme k moři,Pojedeme k moři,Falcon,,2014-04-10 00:00:00,CZ,,93223,9324771,,93223,9324771,2014,3587,3587,,,,,,,,,,,,,
35,"Letadla 2: Hasiči a záchranáři","Planes: Fire and Rescue
",Falcon,,2014-07-17 00:00:00,US,,91234,11702791,,91234,11702791,2014,4996,4996,,,,,,,,,,,,,
36,Godzilla,Godzilla,Warner Bros,,2014-05-15 00:00:00,US,,90275,13871739,,90275,13871739,2014,4311,4311,,,,,,,,,,,,,
37,The Amazing Spider-Man 2,"Amazing Spider-Man 2, The",Falcon,,2014-04-24 00:00:00,US,,88169,11731276,,88169,11731276,2014,5323,5323,,,,,,,,,,,,,
38,Co jsme komu udělali?,Qu’est-ce qu’on a fait au Bon Dieu?,CinemArt,,2014-10-23 00:00:00,FR,,85618,10286591,,85618,10286591,2014,2914,2914,,,,,,,,,,,,,
39,Železná srdce,Fury,Falcon,,2014-11-13 00:00:00,BR,,83432,10992523,,83432,10992523,2014,2604,2604,,,,,,,,,,,,,
40,"Labyrint: Útěk
","Maze Runner, The
",CinemArt,,2014-09-18 00:00:00,US,,82622,10966897,,82622,10966897,2014,4123,4123,,,,,,,,,,,,,
41,Annabelle,Annabelle,Warner Bros,,2014-10-09 00:00:00,US,,81373,10523128,,81373,10523128,2014,2664,2664,,,,,,,,,,,,,
42,"Expendables: Postradatelní 3
","Expendables 3, The
",Bontonfilm,,2014-08-14 00:00:00,US,,80931,11018180,,80931,11018180,2014,2956,2956,,,,,,,,,,,,,
43,Grandhotel Budapešť,"Grand Budapest Hotel, The",CinemArt,,2014-03-13 00:00:00,US,,79896,9600014,,79896,9600014,2014,2414,2414,,,,,,,,,,,,,
44,"Stoletý stařík, který vylezl z okna a zmizel",Hundraáringen som klev ut genom fönstret och försvann,Bioscop/AQS,,2014-05-15 00:00:00,SV,,77719,8498382,,77719,8498382,2014,2424,2424,,,,,,,,,,,,,
45,"Sex Tape
","Sex Tape
",Falcon,,2014-08-21 00:00:00,US,,77512,10593293,,77512,10593293,2014,3299,3299,,,,,,,,,,,,,
46,"Úsvit planety opic
","Dawn of the Planet of the Apes
",CinemArt,,2014-07-17 00:00:00,US,,77291,11205166,,77291,11205166,2014,3748,3748,,,,,,,,,,,,,
47,Fair Play,Fair Play,Falcon,,2014-03-06 00:00:00,CZ,,74590,7741786,,74590,7741786,2014,2585,2585,,,,,,,,,,,,,
48,"Andělé všedního dne
","Andělé všedního dne
",CinemArt,,2014-09-23 00:00:00,CZ,,71273,8775117,,71273,8775117,2014,3398,3398,,,,,,,,,,,,,
49,22 Jump Street,"22 Jump Street
",Falcon,,2014-07-10 00:00:00,US,,70471,8991072,,70471,8991072,2014,2560,2560,,,,,,,,,,,,,
50,47 róninů,47 Ronin,CinemArt,,2014-01-02 00:00:00,US,,67025,10043877,,67943,10148480,2014,3382,3397,,,,,,,,,,,,,
1,Babovřesky,Babovřesky,Falcon,,2013-02-14 00:00:00,CZ,,652458,86293472,,,,2013,9339,,F13004,,,,,,,,,,,,
2,Hobit: Šmakova dračí poušť,"Hobbit, The: The Desolation of Smaug",Warner Bros,,2013-12-12 00:00:00,US,,493999,76015276,,,,2013,7684,,W13010,,,,,,,,,,,,
3,Šmoulové 2,"Smurfs, The 2",Falcon,,2013-08-08 00:00:00,US,,342938,45365931,,,,2013,8528,,F13019,,,,,,,,,,,,
4,Příběh Kmotra,Příběh Kmotra,Bioscop/AQS,,2013-10-24 00:00:00,CZ,,295683,40317097,,,,2013,5622,,D13011,,,,,,,,,,,,
5,Čtyřlístek ve službách krále,Čtyřlístek ve službách krále,CinemArt,,2013-02-28 00:00:00,CZ,,269546,28774320,,,,2013,6384,,U13002,,,,,,,,,,,,
6,Iron Man 3,Iron Man 3,Falcon,,2013-05-02 00:00:00,US,,265176,38479327,,,,2013,7962,,F13012,,,,,,,,,,,,
7,"Já, padouch 2",Despicable Me 2,CinemArt,,2013-07-04 00:00:00,US,,258555,34219447,,,,2013,7587,,U13020,,,,,,,,,,,,
8,Revival,Revival,Bontonfilm,,2013-07-11 00:00:00,CZ,,240312,30298041,,,,2013,6342,,L13019,,,,,,,,,,,,
9,Křídla Vánoc,Křídla Vánoc,Falcon,,2013-11-14 00:00:00,CZ,,237042,30911653,,,,2013,4814,,F13033,,,,,,,,,,,,
10,Gravitace,Gravity,Warner Bros,,2013-10-03 00:00:00,US,,231424,39571952,,,,2013,6201,,W13009,,,,,,,,,,,,
11,Univerzita pro příšerky,Monsters University,Falcon,,2013-06-20 00:00:00,US,,218172,28820903,,,,2013,6697,,F13016,,,,,,,,,,,,
12,Nespoutaný Django,Django Unchained,Falcon,,2013-01-17 00:00:00,US,,199651,27264716,,,,2013,5580,,F13003,,,,,,,,,,,,
13,Croodsovi,"Croods, The",CinemArt,,2013-03-21 00:00:00,US,,199060,24339574,,,,2013,7678,,U13005,,,,,,,,,,,,
14,Thor: Temný svět,Thor: The Dark World,Falcon,,2013-11-07 00:00:00,US,,194228,28685028,,,,2013,6026,,F13031,,,,,,,,,,,,
15,Hobit: Neočekávaná cesta,"Hobbit,The : An Unexpected Journey",Warner Bros,,2012-12-13 00:00:00,US,,186107,28207761,,,,2013,6085,,W12009,,,,,,,,,,,,
16,Velký Gatsby,"Great Gatsby, The",Warner Bros,,2013-05-16 00:00:00,AUS,,181727,24325716,,,,2013,5307,,W13003,,,,,,,,,,,,
17,Rychle a zběsile 6,Fast & Furious 6,CinemArt,,2013-05-23 00:00:00,US,,173837,23862857,,,,2013,4272,,U13015,,,,,,,,,,,,
18,Rivalové,Rush,Bioscop/AQS,,2013-10-03 00:00:00,US,,154426,20624833,,,,2013,3809,,D13010,,,,,,,,,,,,
19,Letadla,Planes,Falcon,,2013-08-22 00:00:00,US,,147863,19482677,,,,2013,5830,,F13021,,,,,,,,,,,,
20,Ledové království,Frozen,Falcon,,2013-11-28 00:00:00,US,,146262,18216991,,,,2013,4175,,F13035,,,,,,,,,,,,
21,Hunger Games: Vražedná pomsta,"Hunger Games, The: Catching Fire",Bontonfilm,,2013-11-21 00:00:00,US,,140267,17970277,,,,2013,3999,,L13031,,,,,,,,,,,,
22,Bídníci,Les Misérables,Bontonfilm,,2013-01-03 00:00:00,US,,138493,16517548,,,,2013,4059,,UU3001,,,,,,,,,,,,
23,Martin a Venuše,Martin a Venuše,Bioscop/AQS,,2013-03-07 00:00:00,CZ,,135573,16651384,,,,2013,4528,,D13004,,,,,,,,,,,,
24,Kameňák 4,Kameňák 4,Bontonfilm,,2013-10-10 00:00:00,CZ,,132196,17161011,,,,2013,3893,,L13028,,,,,,,,,,,,
25,Donšajni,Donšajni,Bontonfilm,,2013-09-26 00:00:00,CZ,,121469,15112887,,,,2013,3581,,L13026,,,,,,,,,,,,
26,Turbo,Turbo,CinemArt,,2013-10-17 00:00:00,US,,118353,15585370,,,,2013,4582,,U13033,,,,,,,,,,,,
27,Pařba na třetí,"Hangover, The : Part 3",Warner Bros,,2013-05-30 00:00:00,US,,105024,13946186,,,,2013,3723,,W13004,,,,,,,,,,,,
28,Jeníček a Mařenka: Lovci čarodějnic,Hansel and Gretel: Witch Hunters,Bontonfilm,,2013-02-28 00:00:00,US,,102035,15394501,,,,2013,3783,,UP3001,,,,,,,,,,,,
29,Království lesních strážců,Epic,CinemArt,,2013-05-30 00:00:00,US,,99949,12312260,,,,2013,4180,,U13016,,,,,,,,,,,,
30,"Zataženo, občas trakaře 2",Cloudy With a Chance of Meatballs 2,Falcon,,2013-10-03 00:00:00,US,,90956,11998250,,,,2013,4218,,F13026,,,,,,,,,,,,
31,Světová válka Z,World War Z,CinemArt,,2013-06-27 00:00:00,US,,87728,13019149,,,,2013,3596,,U13019,,,,,,,,,,,,
32,Elysium,Elysium,Falcon,,2013-08-29 00:00:00,US,,87240,12402915,,,,2013,3482,,F13023,,,,,,,,,,,,
33,Podfukáři,Now You See Me,Bontonfilm,,2013-06-13 00:00:00,US,,86930,11801706,,,,2013,3120,,L13018,,,,,,,,,,,,
34,Star Trek: Do temnoty,Star Trek Into Darkness,CinemArt,,2013-06-06 00:00:00,US,,85755,13236901,,,,2013,4185,,U13017,,,,,,,,,,,,
35,Nevědomí,Oblivion,CinemArt,,2013-04-18 00:00:00,US,,85341,11499602,,,,2013,3389,,U13011,,,,,,,,,,,,
36,Mocný vládce Oz,Oz: The Great and Powerful,Falcon,,2013-03-07 00:00:00,US,,84935,12423912,,,,2013,4608,,F13006,,,,,,,,,,,,
37,V zajetí démonů,"Conjuring, The",Warner Bros,,2013-07-25 00:00:00,US,,84719,11247146,,,,2013,2684,,W13007,,,,,,,,,,,,
38,Wolverine,"Wolverine, The",CinemArt,,2013-07-25 00:00:00,US,,79257,11748083,,,,2013,3540,,U13023,,,,,,,,,,,,
39,Muž z oceli,Man of Steel,Warner Bros,,2013-06-20 00:00:00,US,,77795,11419600,,,,2013,3752,,W13005,,,,,,,,,,,,
40,Millerovi na tripu,We're the Millers,Warner Bros,,2013-08-29 00:00:00,US,,76079,10304615,,,,2013,2998,,W13008,,,,,,,,,,,,
41,Osamělý jezdec,"Lone Ranger,The",Falcon,,2013-07-04 00:00:00,US,,73897,10146820,,,,2013,3016,,F13017,,,,,,,,,,,,
42,Colette,Colette,Bioscop/AQS,,2013-09-12 00:00:00,CZ,,70561,8424837,,,,2013,2617,,D13009,,,,,,,,,,,,
43,Líbánky,Líbánky,Falcon,,2013-08-22 00:00:00,CZ,,68957,9215816,,,,2013,3031,,F13022,,,,,,,,,,,,
44,Pacific Rim - Útok na Zemi,Pacific Rim,Warner Bros,,2013-07-11 00:00:00,US,,67269,10466255,,,,2013,3231,,W13006,,,,,,,,,,,,
45,Percy Jackson: Moře nestvůr,Percy Jackson: Sea of Monsters,CinemArt,,2013-08-15 00:00:00,US,,66213,9116164,,,,2013,2924,,U13027,,,,,,,,,,,,
46,"Snížek, bílý kožíšek",Floquet de Neu,Intersonic,,2013-01-10 00:00:00,SP,,65059,7553124,,,,2013,3103,,T13001,,,,,,,,,,,,
47,Lásky čas,About Time,CinemArt,,2013-11-07 00:00:00,BR,,62557,7912619,,,,2013,2066,,U13035,,,,,,,,,,,,
48,Anna Karenina,Anna Karenina,Bontonfilm,,2012-12-06 00:00:00,BR,,61338,6141496,,,,2013,1320,,UU3003,,,,,,,,,,,,
49,Terapie láskou,Silver Linings Playbook,Forum Film,,2013-02-28 00:00:00,US,,60884,7805504,,,,2013,2129,,I13002,,,,,,,,,,,,
50,Sammyho dobrodružství 2,Sammy’s avonturen 2,35 mm,,2012-12-27 00:00:00,BEL,,59774,7431865,,,,2013,3578,,H12020,,,,,,,,,,,,
1,Doba ledová 4: Země v pohybu,Ice Age : Continental Drift,Bontonfilm,,2012-06-28 00:00:00,US,,670787,80536053,,,,2012,15869,,,,,,,,,,,,,,
2,Líbáš jako ďábel,Líbáš jako ďábel,Falcon,,2012-05-17 00:00:00,CZ,,501235,54612524,,,,2012,10246,,,,,,,,,,,,,,
3,Skyfall,Skyfall,Forum Film,,2012-10-26 00:00:00,BR,,478820,56221459,,,,2012,7896,,,,,,,,,,,,,,
4,Hobit: Neočekávaná cesta,"Hobbit,The : An Unexpected Journey",Warner Bros,,2012-12-13 00:00:00,US,,476210,65161182,,,,2012,6850,,,,,,,,,,,,,,
5,Madagaskar 3,Madagascar 3,Bontonfilm,,2012-06-14 00:00:00,US,,456558,51723620,,,,2012,12069,,,,,,,,,,,,,,
6,Twilight Saga: Rozbřesk - 2. část,"Twilight Saga, The: Breaking Dawn - Part 2",Bontonfilm,,2012-11-15 00:00:00,US,,418041,48852027,,,,2012,6973,,,,,,,,,,,,,,
7,Okresní přebor - Poslední zápas Pepika Hnátka,Okresní přebor - Poslední zápas Pepika Hnátka,Bontonfilm,,2012-03-29 00:00:00,CZ,,399630,44964736,,,,2012,7203,,,,,,,,,,,,,,
8,Láska je láska,Láska je láska,Blue Sky Film,,2012-01-19 00:00:00,CZ,,255629,29561924,,,,2012,5615,,,,,,,,,,,,,,
9,Avengers,"Avengers, The",Falcon,,2012-05-03 00:00:00,US,,254814,32332443,,,,2012,6427,,,,,,,,,,,,,,
10,Temný rytíř povstal,"Dark Knight Rises,The",Warner Bros,,2012-07-26 00:00:00,US,,240742,28908163,,,,2012,6133,,,,,,,,,,,,,,
11,Probudím se včera,Probudím se včera,Bioscop/AQS,,2012-03-15 00:00:00,CZ,,229766,22943342,,,,2012,5314,,,,,,,,,,,,,,
12,Sherlock Holmes: Hra stínů,Sherlock Holmes: A Game of Shadows,Warner Bros,,2012-01-05 00:00:00,US,,209286,25002192,,,,2012,4847,,,,,,,,,,,,,,
13,Muži v černém 3,Men in Black 3,Falcon,,2012-05-31 00:00:00,US,,204350,27573446,,,,2012,7478,,,,,,,,,,,,,,
14,Ve stínu,Ve stínu,Falcon,,2012-09-13 00:00:00,CZ,,190106,20860626,,,,2012,6269,,,,,,,,,,,,,,
15,Rebelka,Brave,Falcon,,2012-08-16 00:00:00,US,,168160,19576067,,,,2012,7569,,,,,,,,,,,,,,
16,"Prci, prci, prcičky: Školní sraz",American Pie: Reunion,Bontonfilm,,2012-04-05 00:00:00,US,,165102,18402435,,,,2012,4291,,,,,,,,,,,,,,
17,Svatá čtveřice,Svatá čtveřice,Bontonfilm,,2012-08-23 00:00:00,CZ,,151009,17108845,,,,2012,6627,,,,,,,,,,,,,,
18,Prometheus,Prometheus,Bontonfilm,,2012-06-07 00:00:00,US,,150925,21910858,,,,2012,5859,,,,,,,,,,,,,,
19,Hotel Transylvánie,Hotel Transylvania,Falcon,,2012-10-04 00:00:00,US,,143539,16892378,,,,2012,6117,,,,,,,,,,,,,,
20,Asterix a Obelix ve službách jejího veličenstva,Astérix et Obélix: Au Service de Sa Majesté,35 mm,,2012-10-18 00:00:00,FR,,140781,16283645,,,,2012,4933,,,,,,,,,,,,,,
21,Železná lady,"Iron Lady, the",Bioscop/AQS,,2012-03-01 00:00:00,BR,,132866,13391831,,,,2012,3327,,,,,,,,,,,,,,
22,Atlas mraků,Cloud Atlas,EEAP,,2012-11-22 00:00:00,US,,128187,15443597,,,,2012,2960,,,,,,,,,,,,,,
23,Signál,Signál,Bontonfilm,,2012-02-16 00:00:00,CZ,,124822,13915891,,,,2012,4009,,,,,,,,,,,,,,
24,Kocour v botách,Puss in Boots,Bontonfilm,,2011-12-01 00:00:00,US,,124446,12494338,,,,2012,4032,,,,,,,,,,,,,,
25,Kozí příběh se sýrem,Kozí příběh se sýrem,Bontonfilm,,2012-10-25 00:00:00,CZ,,124388,13239999,,,,2012,4681,,,,,,,,,,,,,,
26,Alvin a Chipmunkové 3,Alvin and the Chipmunks: Chip-Wrecked,Bontonfilm,,2011-12-22 00:00:00,US,,124078,11514155,,,,2012,3679,,,,,,,,,,,,,,
27,Méďa,Ted,Bontonfilm,,2012-08-02 00:00:00,US,,121641,14057574,,,,2012,4335,,,,,,,,,,,,,,
28,Expendables: Postradatelní 2,"Expendables 2, The",Bontonfilm,,2012-09-06 00:00:00,US,,119586,14334694,,,,2012,4206,,,,,,,,,,,,,,
29,Sněhurka a lovec,Snow White and the Huntsman,Bontonfilm,,2012-05-31 00:00:00,US,,109880,11722733,,,,2012,3299,,,,,,,,,,,,,,
30,The Amazing Spider-Man,"Amazing Spider-Man, The",Falcon,,2012-07-12 00:00:00,US,,97259,13049833,,,,2012,5033,,,,,,,,,,,,,,
31,Modrý tygr,Modrý tygr,Cinemart,,2012-02-23 00:00:00,CZ,,97203,7426522,,,,2012,2926,,,,,,,,,,,,,,
32,"Muži, kteří nenávidí ženy","Girl With the Dragon Tattoo, The",Falcon,,2012-01-12 00:00:00,US,,96910,11981264,,,,2012,3034,,,,,,,,,,,,,,
33,Hněv Titánů,Wrath of the Titans,Warner Bros,,2012-03-29 00:00:00,US,,88778,13181566,,,,2012,3278,,,,,,,,,,,,,,
34,Diktátor,"Dictator, The",Bontonfilm,,2012-05-17 00:00:00,US,,87344,10101736,,,,2012,4117,,,,,,,,,,,,,,
35,Nedotknutelní,Intouchables,35 mm,,2012-06-07 00:00:00,FR,,78453,8617009,,,,2012,2751,,,,,,,,,,,,,,
36,Cesta na tajuplný ostrov 2,Journey 2 : The Mysterious Island,Warner Bros,,2012-02-16 00:00:00,US,,73959,10158727,,,,2012,2639,,,,,,,,,,,,,,
37,Temné stíny,Dark Shadows,Warner Bros,,2012-05-10 00:00:00,US,,73187,7365805,,,,2012,2650,,,,,,,,,,,,,,
38,Anna Karenina,Anna Karenina,Bontonfilm,,2012-12-06 00:00:00,US,,71729,8188253,,,,2012,2024,,,,,,,,,,,,,,
39,Zvonilka: Tajemství křídel,Secret of the Wings,Falcon,,2012-11-01 00:00:00,US,,71227,7698931,,,,2012,3228,,,,,,,,,,,,,,
40,Hunger Games,"Hunger Games, The",HCE/Forum Film,,2012-03-22 00:00:00,US,,66547,9183661,,,,2012,2888,,,,,,,,,,,,,,
41,Happy Feet 2,Happy Feet Two,Warner Bros,,2012-01-19 00:00:00,AUS,,65591,7795039,,,,2012,3216,,,,,,,,,,,,,,
42,Titanic,Titanic,Bontonfilm,,2012-04-05 00:00:00,US,,64728,9535555,,,,2012,1706,,,,,,,,,,,,,,
43,Bez kalhot,Magic Mike,Hollywood,,2012-07-12 00:00:00,US,,61599,7981415,,,,2012,2511,,,,,,,,,,,,,,
44,Hurá do Afriky!,Konferenz der Tiere,Intersonic,,2012-03-22 00:00:00,GER,,60108,6734886,,,,2012,3073,,,,,,,,,,,,,,
45,Čtyři slunce,Čtyři slunce,Falcon,,2012-03-08 00:00:00,CZ,,57527,6230991,,,,2012,2646,,,,,,,,,,,,,,
46,Perfect Days - I ženy mají své dny,Perfect Days - I ženy mají své dny,Bontonfilm,,2011-11-03 00:00:00,CZ,,56553,4860322,,,,2012,1710,,,,,,,,,,,,,,
47,Let's Dance: Revolution,Step Up Revolution,Bontonfilm,,2012-08-30 00:00:00,US,,54987,7404081,,,,2012,3470,,,,,,,,,,,,,,
48,Vrásky z lásky,Vrásky z lásky,Falcon,,2012-04-12 00:00:00,CZ,,54805,5428778,,,,2012,2854,,,,,,,,,,,,,,
49,Tady hlídám já,Tady hlídám já,Bioscop/AQS,,2012-05-31 00:00:00,CZ,,53755,3438776,,,,2012,2057,,,,,,,,,,,,,,
50,Paranormal Activity 4,Paranormal Activity 4,Bontonfilm,,2012-10-18 00:00:00,US,,53094,5806884,,,,2012,1975,,,,,,,,,,,,,,
1,Muži v naději,Muži v naději,Falcon,,2011-08-25 00:00:00,CZ,,852199,94349896,,,,2011,13537,,,,,,,,,,,,,,
2,Harry Potter a relikvie smrti - 2.část,Harry Potter and the Deathly Hallows: Part II,Warner Bros,,2011-07-14 00:00:00,US,,708718,93988538,,,,2011,10900,,,,,,,,,,,,,,
3,Šmoulové,"Smurfs, The",Falcon,,2011-08-11 00:00:00,US,,519188,61273305,,,,2011,10692,,,,,,,,,,,,,,
4,Lidice,Lidice,Bioscop/Magic Box,,2011-06-02 00:00:00,CZ,,511064,49581197,,,,2011,8801,,,,,,,,,,,,,,
5,Piráti z Karibiku: Na vlnách podivna,Pirates of the Caribbean: On Stranger Tides,Falcon,,2011-05-19 00:00:00,US,,456061,60830633,,,,2011,11693,,,,,,,,,,,,,,
6,Twilight Saga: Rozbřesk - 1. část,"Twilight Saga, The: Breaking Dawn - Part 1",Bontonfilm,,2011-11-17 00:00:00,US,,304249,34196736,,,,2011,5488,,,,,,,,,,,,,,
7,Auta 2,Cars 2,Falcon,,2011-07-28 00:00:00,US,,258507,30313829,,,,2011,7295,,,,,,,,,,,,,,
8,Na vlásku,Tangled,Falcon,,2011-01-27 00:00:00,US,,224532,25257465,,,,2011,7658,,,,,,,,,,,,,,
9,Transformers 3,Transformers: Dark of the Moon ,Bontonfilm,,2011-06-30 00:00:00,US,,206526,28445911,,,,2011,5872,,,,,,,,,,,,,,
10,Perfect Days - I ženy mají své dny,Perfect Days - I ženy mají své dny,Bontonfilm,,2011-11-03 00:00:00,CZ,,199860,23026896,,,,2011,5803,,,,,,,,,,,,,,
11,Králova řeč,"King's Speech, The",Bontonfilm,,2011-03-10 00:00:00,BR,,188823,19060105,,,,2011,4990,,,,,,,,,,,,,,
12,Saxána a Lexikon kouzel,Saxána a Lexikon kouzel,Film Europe,,2011-09-15 00:00:00,CZ,,184053,16628077,,,,2011,5938,,,,,,,,,,,,,,
13,Kocour v botách,Puss in Boots,Bontonfilm,,2011-12-01 00:00:00,US,,168661,21408812,,,,2011,5419,,,,,,,,,,,,,,
14,Nevinnost,Nevinnost,Bontonfilm,,2011-01-20 00:00:00,CZ,,164501,17826338,,,,2011,5778,,,,,,,,,,,,,,
15,Čertova nevěsta,Čertova nevěsta,Bontonfilm,,2011-04-28 00:00:00,CZ,,162094,12532407,,,,2011,4881,,,,,,,,,,,,,,
16,Rio,Rio,Bontonfilm,,2011-04-14 00:00:00,US,,157136,17956599,,,,2011,7597,,,,,,,,,,,,,,
17,Kung Fu Panda 2,Kung Fu Panda: The Kaboom of Doom,Bontonfilm,,2011-06-02 00:00:00,US,,149083,16767639,,,,2011,6554,,,,,,,,,,,,,,
18,Méďa Béďa,Yogi Bear,Warner Bros,,2011-02-03 00:00:00,US,,142452,20161910,,,,2011,4204,,,,,,,,,,,,,,
19,V peřině,V peřině,Hollywood,,2011-06-16 00:00:00,CZ,,130915,14035231,,,,2011,5094,,,,,,,,,,,,,,
20,Černá labuť,Black Swan,Bontonfilm,,2011-02-10 00:00:00,US,,129793,14459093,,,,2011,4585,,,,,,,,,,,,,,
21,Rango,Rango,Bontonfilm,,2011-03-10 00:00:00,US,,117180,11858707,,,,2011,4863,,,,,,,,,,,,,,
